Number of Features,Eliminated Feature,MSE,MAE,RMSE,MAPE,SMAPE
52,3. low,0.0002423815423056,0.0035021088972702,0.0155686075904576,5246700374.67567,5246700374.67567
45,Unnamed: 0,0.0002423960404224,0.0035874852291754,0.0155690732037075,5235873279.07508,5235873279.07508
63,FastK,0.0002424054775282,0.0035803530149988,0.0155693762729367,5235873279.075198,5235873279.075198
13,PHASE,0.0002424137597618,0.0035703490653558,0.0155696422489997,5653451757.628696,5653451757.628696
56,ROCR,0.0002424347202441,0.0035525813175243,0.0155703153546779,5235873279.074975,5235873279.074975
61,OBV,0.0002424559322897,0.0035593147487427,0.0155709965092079,5235873279.075129,5235873279.075129
63,SlowK,0.0002425052820597,0.0035791988227257,0.015572581098193,5235873279.075251,5235873279.075251
59,HT_TRENDLINE,0.0002425066830239,0.0035495290534012,0.0155726260798864,5235873279.074978,5235873279.074978
12,PHASE,0.0002425767557558,0.0035965128946273,0.0155748757862082,5653451757.628889,5653451757.628889
54,ADOSC,0.0002425913014704,0.0035089776802065,0.0155753427400626,5235873279.0747795,5235873279.0747795
45,T3,0.0002426306443361,0.0036044267559038,0.015576605674414,5235873279.075014,5235873279.075014
43,TRANGE,0.0002426714849211,0.0036589407746262,0.015577916578321,5235873279.075325,5235873279.075325
67,4. close,0.0002426764777487,0.0035303971867563,0.0155780768308796,5298059003.410885,5298059003.410885
56,ROC,0.0002426866297242,0.0035542258088361,0.0155784026692158,5235873279.074983,5235873279.074983
35,1. open,0.0002427085995982,0.0045266183729658,0.0155791077921109,7542549040.881728,7542549040.881728
63,3. low,0.0002427105277846,0.0035556011472336,0.0155791696757129,5246700374.6759,5246700374.6759
61,T3,0.0002427149031045,0.0035587048977846,0.015579310097193,5235873279.074933,5235873279.074933
51,TEMA,0.0002427223526926,0.0035538544385974,0.0155795491813044,4793171230.884554,4793171230.884554
55,MINUS_DM,0.0002427333902847,0.0035570887307602,0.0155799034106362,5235873279.075102,5235873279.075102
63,MACD_Hist,0.0002427383659712,0.0035903315424401,0.0155800630926604,5235873279.075282,5235873279.075282
56,RSI,0.0002427499979463,0.0035608154282173,0.0155804363849774,5235873279.075068,5235873279.075068
56,FastK,0.0002427712000464,0.0035621662955626,0.0155811167778969,5235873279.075099,5235873279.075099
61,Chaikin A/D,0.0002427796803215,0.0035530652334559,0.0155813889086165,5235873279.075192,5235873279.075192
12,Real Lower Band,0.0002428056906524,0.0035828482044949,0.01558222354648,5653451757.628745,5653451757.628745
53,Chaikin A/D,0.0002428693246152,0.0034939166330559,0.0155842652895555,5235873279.074725,5235873279.074725
59,WILLR,0.000242871229178,0.0035239891429909,0.0155843263947482,5235873279.074572,5235873279.074572
54,ROCR,0.0002429208552165,0.0035509919987261,0.0155859184912722,5235873279.074892,5235873279.074892
65,TRENDMODE,0.0002429473042358,0.0035715091932853,0.0155867669590532,5298059003.411105,5298059003.411105
53,TRANGE,0.0002429538545313,0.0035363008529704,0.0155869770812474,5235873279.07491,5235873279.07491
65,TRIMA,0.0002429769631528,0.003619162391361,0.0155877183433903,5298059003.41166,5298059003.41166
17,Real Lower Band,0.0002429799145121,0.0035138131694944,0.015587813012483,5653451757.628052,5653451757.628052
56,CMO,0.0002429921252585,0.0035463919753411,0.0155882046836234,5235873279.074965,5235873279.074965
65,FAMA,0.0002430308959462,0.0036318428710492,0.0155894482245602,5298059003.411695,5298059003.411695
53,HT_TRENDLINE,0.0002430659205637,0.0035403079035341,0.0155905715278101,5235873279.074923,5235873279.074923
17,ADOSC,0.0002430812940438,0.0034747724241152,0.0155910645577487,5653451757.627981,5653451757.627981
51,RSI,0.0002430983027445,0.0035374520162805,0.0155916100113032,5235873279.074924,5235873279.074924
66,ROCR,0.0002431090661539,0.0035488756743787,0.0155919551741915,5298059003.410951,5298059003.410951
20,ROCR,0.0002431144553803,0.0035408437145315,0.015592127993971,5653451757.628543,5653451757.628543
45,ROC,0.0002431155890953,0.003597585107576,0.0155921643492931,5235873279.075049,5235873279.075049
66,TRIMA,0.0002431226884253,0.0035374141141905,0.0155923920046089,5298059003.411332,5298059003.411332
56,PLUS_DM,0.0002431238601753,0.0036099655431054,0.0155924295789754,5235873279.075312,5235873279.075312
65,ATR,0.0002431291884263,0.0035332495100946,0.0155926004382312,5298059003.410978,5298059003.410978
53,RSI,0.0002431467650308,0.003532159682177,0.0155931640480951,5235873279.07482,5235873279.07482
56,SlowD,0.0002431510734275,0.0035487120587346,0.0155933021976612,5235873279.0750475,5235873279.0750475
19,FastK,0.0002431621346362,0.0035272020413443,0.0155936568718272,5653451757.628591,5653451757.628591
10,MOM,0.0002431765722031,0.0035650263935308,0.0155941197957161,5653451757.628408,5653451757.628408
52,ADOSC,0.0002431772672597,0.0035345929084637,0.0155941420815573,5235873279.074982,5235873279.074982
57,PHASE,0.0002431821760164,0.0035640071478716,0.0155942994718075,5235873279.075074,5235873279.075074
12,PPO,0.0002431885527481,0.0035714401926989,0.0155945039276058,5653451757.628724,5653451757.628724
20,MACD,0.000243202680397,0.0035371088588828,0.0155949568898737,5653451757.628605,5653451757.628605
56,MINUS_DI,0.0002432239554382,0.0035080665813037,0.0155956389878139,5235873279.074743,5235873279.074743
61,CCI,0.0002432262791083,0.0035212165339297,0.0155957134850693,5235873279.075019,5235873279.075019
66,MAMA,0.0002432347338634,0.0035377773758869,0.0155959845429343,5298059003.411324,5298059003.411324
50,EMA,0.0002432604495513,0.0035848755127462,0.0155968089541196,5235873279.074994,5235873279.074994
61,Real Lower Band,0.0002432655271315,0.0035556435847998,0.0155969717295245,5235873279.075201,5235873279.075201
58,DEMA,0.0002432917418482,0.0035504801698654,0.0155978120852979,5235873279.074851,5235873279.074851
51,NATR,0.0002433002999377,0.0035868067634782,0.0155980864191008,5235873279.075,5235873279.075
20,PPO,0.0002433113980351,0.0035443466196473,0.0155984421669314,5653451757.628616,5653451757.628616
65,SMA,0.0002433233685628,0.0036235718160202,0.0155988258712923,5298059003.411526,5298059003.411526
52,HT_TRENDLINE,0.0002433372640879,0.0035749542044237,0.0155992712678486,5235873279.075163,5235873279.075163
51,ATR,0.0002433773734368,0.0035875840031821,0.0156005568309852,5235873279.075005,5235873279.075005
27,PHASE,0.000243377392648,0.0035279515930278,0.0156005574467072,5628606580.751629,5628606580.751629
51,MFI,0.0002433914628923,0.0035348355756828,0.0156010083934441,5235873279.074956,5235873279.074956
19,MACD,0.0002433925165903,0.0035370746420216,0.0156010421635977,5653451757.628611,5653451757.628611
60,MIDPOINT,0.0002434199154541,0.0036266526726467,0.0156019202489369,5235873279.075351,5235873279.075351
55,SAR,0.0002434239653096,0.0035472981312954,0.0156020500354808,4793171230.884512,4793171230.884512
48,SMA_SMA3,0.0002434370401654,0.0035729238632587,0.0156024690406832,5235873279.075112,5235873279.075112
54,TRANGE,0.0002434666698359,0.0035558294745812,0.0156034185304373,5235873279.075036,5235873279.075036
66,MFI,0.0002434802898138,0.0035299038905274,0.0156038549664435,5298059003.4108515,5298059003.4108515
49,DX,0.0002435320066062,0.003553322658101,0.0156055120584433,5235873279.075236,5235873279.075236
54,HT_TRENDLINE,0.0002435584242541,0.0035709693370167,0.0156063584559048,5235873279.075028,5235873279.075028
65,NATR,0.0002435598628267,0.00354419365606,0.0156064045451451,5298059003.411001,5298059003.411001
41,SINE,0.0002435853688301,0.003605618143026,0.015607221688378,5235873279.07511,5235873279.07511
45,ROCR,0.000243620657566,0.0035946543217254,0.0156083521733093,5235873279.075036,5235873279.075036
50,TRANGE,0.0002436309258316,0.0035146423027328,0.0156086811048107,5235873279.074606,5235873279.074606
67,BOP,0.0002436399854989,0.0035016310658005,0.015608971314566,5298059003.411225,5298059003.411225
41,PLUS_DM,0.0002436493860728,0.0036595128239368,0.0156092724389348,5235873279.075331,5235873279.075331
9,KAMA,0.0002436693158117,0.0035833353680448,0.0156099108201075,5653451757.628539,5653451757.628539
63,FastD,0.0002436868332476,0.003587928815593,0.0156104719098332,5235873279.07522,5235873279.07522
43,EMA,0.0002436990457286,0.0036604336923343,0.0156108630680243,5235873279.075245,5235873279.075245
24,PLUS_DI,0.0002437123133705,0.0035134218201783,0.0156112880112603,5653451757.62874,5653451757.62874
18,PPO,0.0002437726126096,0.0035523083538049,0.0156132191622879,5653451757.628628,5653451757.628628
61,DEMA,0.0002437855178401,0.0036306983750515,0.0156136324357972,5235873279.075138,5235873279.075138
65,MAMA,0.0002437937263458,0.0036164965891901,0.0156138952970052,5298059003.411639,5298059003.411639
22,MOM,0.0002437990049469,0.0035696882149358,0.0156140643314585,5653451757.6287985,5653451757.6287985
55,FastK_STOCHRSI2,0.0002438012280607,0.0035785478925116,0.0156141355207636,5235873279.075155,5235873279.075155
50,HT_DCPHASE,0.0002438277011804,0.0035373526603526,0.0156149832270299,5235873279.074912,5235873279.074912
58,OBV,0.0002438399014333,0.0035240299759076,0.0156153738806784,5235873279.074922,5235873279.074922
50,FastK,0.0002438515520856,0.0035442566989954,0.0156157469269197,5235873279.074913,5235873279.074913
55,OBV,0.0002438624258785,0.0035948424917617,0.0156160950905966,5235873279.075154,5235873279.075154
51,PLUS_DM,0.0002438762767452,0.0036096779164898,0.0156165385647786,5235873279.075249,5235873279.075249
50,ROCR,0.0002438827329748,0.0035251897967906,0.0156167452746991,5235873279.074702,5235873279.074702
50,RSI,0.0002438900015907,0.0035434917497694,0.0156169779916207,5235873279.074888,5235873279.074888
30,TEMA,0.0002438978058763,0.0036245878996682,0.0156172278550423,7363384760.559452,7363384760.559452
20,KAMA,0.0002438980887558,0.003541697472002,0.0156172369116908,5653451757.628632,5653451757.628632
41,TEMA,0.0002439029287023,0.0037027586914501,0.0156173918661958,4793171230.885567,4793171230.885567
49,TRANGE,0.000243922871731,0.0035674696938709,0.0156180303409561,5235873279.075159,5235873279.075159
59,HT_DCPHASE,0.000243934983621,0.0035289279195092,0.0156184180895826,5235873279.074929,5235873279.074929
53,MIDPRICE,0.0002439405576671,0.0035175113028799,0.0156185965332076,5235873279.074795,5235873279.074795
63,DEMA,0.0002439603049955,0.0036013087877572,0.0156192286940021,5235873279.075333,5235873279.075333
63,FastD_STOCHRSI2,0.000243965371552,0.0035918922517152,0.0156193908828759,5235873279.075184,5235873279.075184
59,PLUS_DM,0.0002439912208452,0.0035805647778065,0.0156202183353904,5235873279.075297,5235873279.075297
58,MIDPRICE,0.000243997564951,0.0035421213578945,0.0156204214076006,5235873279.074977,5235873279.074977
21,PHASE,0.0002440002798072,0.003599214082334,0.0156205083082218,5653451757.628663,5653451757.628663
67,DEMA,0.000244010079944,0.0035847004959534,0.0156208219996286,5298059003.411403,5298059003.411403
61,PLUS_DI,0.0002440221877163,0.0035378962205385,0.0156212095471613,5235873279.07513,5235873279.07513
54,MINUS_DI,0.0002440264934237,0.0035378723223349,0.0156213473626226,5235873279.0748205,5235873279.0748205
18,ROCR,0.0002440289275332,0.0035508565978421,0.0156214252721461,5653451757.628535,5653451757.628535
10,Real Lower Band,0.0002440289357039,0.003610650291845,0.0156214255336689,5653451757.628572,5653451757.628572
47,LEAD SINE,0.0002440375694576,0.0036040693594449,0.0156217018745608,5235873279.075277,5235873279.075277
43,HT_DCPHASE,0.0002440688429507,0.0036638379122851,0.0156227028055567,5235873279.0751915,5235873279.0751915
50,WILLR,0.0002440739264889,0.0035394673004731,0.0156228655018533,5235873279.074863,5235873279.074863
19,ADOSC,0.0002441238598488,0.0035369277306314,0.0156244635059537,5653451757.628433,5653451757.628433
52,Real Lower Band,0.0002441251660362,0.00356316263187,0.01562450530533,5235873279.075077,5235873279.075077
58,SMA_SMA3,0.0002441402074079,0.0035218563064682,0.0156249866370496,5235873279.074922,5235873279.074922
60,Chaikin A/D,0.0002441448957224,0.0035517519201945,0.0156251366625209,5235873279.074865,5235873279.074865
54,OBV,0.000244164393071,0.0035167221820662,0.015625760559764,5235873279.074811,5235873279.074811
51,OBV,0.0002441962721655,0.0035602575229072,0.0156267806078387,5235873279.074896,5235873279.074896
58,PLUS_DI,0.0002442358057041,0.0035281326766306,0.015628045485734,5235873279.074837,5235873279.074837
57,LEAD SINE,0.0002442373306469,0.0035901950437907,0.0156280942743167,5235873279.0751,5235873279.0751
64,PHASE,0.0002442497545145,0.0035138469924183,0.01562849175431,5298059003.410694,5298059003.410694
62,PLUS_DI,0.0002442844603082,0.0036059543119794,0.0156296020521407,5235873279.075623,5235873279.075623
53,TRIMA,0.0002442930345002,0.003540492896731,0.0156298763430899,5235873279.074812,5235873279.074812
49,HT_DCPHASE,0.0002443264210314,0.0035675251917417,0.0156309443422813,5235873279.075046,5235873279.075046
49,Aroon Down,0.0002443280762658,0.0035416188052759,0.0156309972895475,5235873279.075251,5235873279.075251
49,MACD,0.0002443793277557,0.0035497950898331,0.0156326366220072,5235873279.075179,5235873279.075179
45,MIDPRICE,0.0002444077658621,0.00359378517666,0.0156335461704025,5235873279.075088,5235873279.075088
67,Real Middle Band,0.0002444791216761,0.0035883131068364,0.0156358281416791,5298059003.411539,5298059003.411539
14,Real Lower Band,0.0002444794915683,0.0036186368220295,0.0156358399700278,5653451757.628983,5653451757.628983
52,TRIMA,0.0002444946388851,0.0035350047461077,0.015636324340622,5235873279.07499,5235873279.07499
60,SAR,0.0002444977396275,0.003534623820387,0.015636423492203,4793171230.884262,4793171230.884262
21,SAR,0.000244520845365,0.0034973665705835,0.0156371623181778,5003705566.284652,5003705566.284652
60,TEMA,0.0002445277265785,0.0036094731121504,0.0156373823441955,4793171230.884857,4793171230.884857
53,DEMA,0.000244539918916,0.0036119339667994,0.0156377721851962,5235873279.075086,5235873279.075086
55,ROC,0.0002445600977559,0.0035547407568317,0.015638417367365,5235873279.075095,5235873279.075095
49,MIDPRICE,0.0002445639392743,0.0035291071459473,0.0156385401900038,5235873279.075147,5235873279.075147
55,1. open,0.0002445639715371,0.0040382450185896,0.0156385412215183,6366573764.998089,6366573764.998089
67,MACD_Hist,0.0002445821593718,0.0035330965804193,0.0156391227174638,5298059003.411289,5298059003.411289
67,SlowK,0.0002445847726247,0.0035328827178634,0.0156392062658154,5298059003.411286,5298059003.411286
65,QUADRATURE,0.0002446133179499,0.0035244849641414,0.0156401188598404,5235873279.074805,5235873279.074805
57,HT_DCPHASE,0.0002446164322548,0.003569376887416,0.0156402184209444,5235873279.074994,5235873279.074994
55,MOM,0.0002446210020238,0.0035751448624819,0.0156403645105799,5235873279.075123,5235873279.075123
67,MACD_Signal,0.0002446336691489,0.0035324128240386,0.0156407694551439,5298059003.411324,5298059003.411324
52,OBV,0.0002446374632227,0.0035493369586364,0.0156408907426241,5235873279.0750675,5235873279.0750675
51,MINUS_DI,0.0002446407575959,0.0035237983183043,0.0156409960551101,5235873279.074757,5235873279.074757
36,TRANGE,0.0002446557351308,0.003601072228273,0.0156414748387361,5246700374.676296,5246700374.676296
31,LEAD SINE,0.0002446630625461,0.0035730695298093,0.0156417090673045,5628606580.751682,5628606580.751682
16,EMA,0.000244671696988,0.0035613479539697,0.015641985071851,5653451757.628638,5653451757.628638
47,TRANGE,0.0002446969622129,0.0036039295928937,0.0156427926602931,5235873279.075275,5235873279.075275
50,Real Lower Band,0.000244704617448,0.0035470849819171,0.0156430373472675,5235873279.074773,5235873279.074773
12,PLUS_DI,0.000244719394362,0.0036062781417735,0.0156435096561504,5653451757.629053,5653451757.629053
56,SlowK,0.0002447330988838,0.0035696268196943,0.0156439476758232,5235873279.075088,5235873279.075088
53,KAMA,0.0002447376028136,0.0035299627257233,0.0156440916263515,5058308481.5747385,5058308481.5747385
23,Real Lower Band,0.0002447649463723,0.0035220187752012,0.0156449655280003,5653451757.62847,5653451757.62847
60,PLUS_DI,0.0002447675509066,0.0035457232300041,0.0156450487665146,5235873279.075106,5235873279.075106
66,ADXR,0.0002447927536114,0.0035559397452208,0.0156458541988429,5298059003.411292,5298059003.411292
63,LEAD SINE,0.0002448045848139,0.0035318980526164,0.0156462322881248,5235873279.07495,5235873279.07495
66,APO,0.0002448070874822,0.0035562889157198,0.0156463122646283,5298059003.411296,5298059003.411296
66,PPO,0.0002448070874822,0.0035562889157198,0.0156463122646283,5298059003.411296,5298059003.411296
15,MACD,0.000244811910824,0.0035894317608964,0.0156464664005669,5653451757.6286545,5653451757.6286545
54,ROC,0.0002448185945156,0.0035637420264136,0.0156466799838051,5235873279.074927,5235873279.074927
49,OBV,0.0002448188078949,0.0035700998694442,0.0156466868024804,5235873279.075152,5235873279.075152
64,3. low,0.0002448542292444,0.0035534644056088,0.015647818673683,5308886099.012098,5308886099.012098
58,1. open,0.0002448688710435,0.0040711037958074,0.0156482865210088,6366573764.998247,6366573764.998247
